Date,Session ,Observer,Source,Region name,Source type,Start Scan,End Scan,First Row Mapped,Last Row completed,Tsys,Aborted scan #,Observing notes,Special RawDir,Beam Gains,Operator,all,DR1
2015-01-14,1,Rachel,Perseus_map_NGC1333-A ,NGC1333,map,11,58,,,36 K,"123, 124, 181","vegas needed to be reset after every configuration change (i.e., after a point & focus). Sounds like this is a known problem. autopeak_Jupiter didn't work at all, will look into this. Check data - make sure vegas issues didn't impact scans. The online data filler can't keep up with the maps. ",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",David R,TRUE,TRUE
2015-01-14,1,Rachel,Standard_L1489PPC,L1489PPC,calibrator,64,64,,,36 K,,Track in centre beam,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",David R,TRUE,TRUE
2015-01-14,1,Rachel,Perseus_map_NGC1333-B,NGC1333,map,70,117,,,36 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",David R,TRUE,TRUE
2015-01-14,1,Rachel,OrionA_map_01,OrionA,map,125,172,,,36 K,,,/lustre/pipeline/scratch/GAS/rawdata/OrionA_session01/,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",David R,TRUE,TRUE
2015-01-14,1,Rachel,Jupiter ,Jupiter,calibrator,173,180,,,36 K,,"Wrong vegas config; pointing failed, kept continuum settings",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",David R,TRUE,TRUE
2015-01-14,1,Rachel,Jupiter,Jupiter,calibrator,182,189,,,36 K,,Correct vegas line configuration,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",David R,TRUE,TRUE
2015-01-14,1,Rachel,OrionA_map_02,OrionA,map,195,211,,17,36 K,,aborted after map row 17,/lustre/pipeline/scratch/GAS/rawdata/OrionA_session01/,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",David R,TRUE,TRUE
2015-01-20,2,Jaime,Perseus_map_NGC1333-C,NGC1333,map,8,55,,,40 K,,"Balance() failed, Pointing good... lost ~25 due to VEGAS problems",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",David R,TRUE,TRUE
2015-01-20,2,Jaime,Perseus_map_NGC1333-D,NGC1333,map,61,108,,,40 K,,"Pointing and focus are good... balance failed, but continued without aborting",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",David R,TRUE,TRUE
2015-01-20,2,Jaime,Standard_L1489PPC,L1489PPC,calibrator,114,114,,,40 K,,"Pointing and focus are good... balance failed, but continued without aborting",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",David R,TRUE,TRUE
2015-01-20,2,Jaime,OrionA_map_02,OrionA,map,115,129,17,31,40 K,130,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",David R,TRUE,TRUE
2015-01-21,3,Rachel,Perseus_map_NGC1333-E,NGC1333,map,11,58,,,38 K,,"Partly cloudy, light wind. Balance() worked!",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",David R,TRUE,TRUE
2015-01-21,3,Rachel,Standard_L1489PPC,L1489PPC,calibrator,64,64,,,38 K,,"Balance() failed, continued without aborting",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg,TRUE,TRUE
2015-01-21,3,Rachel,Perseus_map_NGC1333-F,NGC1333,map,65,94,,30,38 K,95,"Balance() failed, continued without aborting",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg,TRUE,TRUE
2015-01-22,4,Youngmin,Standard_L1489PPC,L1489PPC,calibrator,6,6,, ,40 K,,Partly cloudy.,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave C,TRUE,TRUE
2015-01-22,4,Youngmin,Perseus_map_NGC1333-F,NGC1333,map,7,24,31,,40 K,,"Balance() failed, continued without aborting",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave C,TRUE,TRUE
2015-01-22,4,Youngmin,Perseus_map_NGC1333-G,NGC1333,map,25,72,,,40 K,,"Balance() failed, continued without aborting",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave C,TRUE,TRUE
2015-01-22,4,Youngmin,Jupiter,Jupiter,calibrator,78,85,,,39 K,,"Balance() failed, continued without aborting",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave C,TRUE,TRUE
2015-01-22,4,Youngmin,Perseus_map_NGC1333-H,NGC1333,map,86,121,,36,39 K ,,"Balance() failed, continued without aborting",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Ron W,TRUE,TRUE
2015-02-03,5,Rachel,Standard_L1489PPC,L1489PPC,calibrator,6,6,,,46 K,,"Bank D off, redid after operator manually turned it on",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave R,TRUE,TRUE
2015-02-03,5,Rachel,Standard_L1489PPC,L1489PPC,calibrator,7,7,,,46 K,,Bank D on,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave R,TRUE,TRUE
2015-02-03,5,Rachel,Perseus_map_NGC1333H,NGC1333,map,8,19,37,,44 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave R,TRUE,TRUE
2015-02-03,5,Rachel,Perseus_map_NGC1333I,NGC1333,map,20,61,,42,43 K,62,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave R,TRUE,TRUE
2015-02-05,6,Youngmin,Standard_L1489PPC,L1489PPC,calibrator,6,6,,,36 K,,maintenance got delayed and we had antenna issue at the beginning of shift ,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg M,TRUE,TRUE
2015-02-05,6,Youngmin,Taurus_map_001,B18,map,7,7,,,36 K,aborted,Bank B off,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg M,TRUE,TRUE
2015-02-05,6,Youngmin,Taurus_map_001,B18,map,8,8,,,36 K,aborted,Bank C off,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg M,TRUE,TRUE
2015-02-05,6,Youngmin,Taurus_map_001,B18,map,9,9,,,36 K,aborted,Bank C off,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg M,TRUE,TRUE
2015-02-05,6,Youngmin,Taurus_map_001,B18,map,10,10,,,36 K,aborted,Bank B off,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg M,TRUE,TRUE
2015-02-05,6,Youngmin,Taurus_map_001,B18,map,11,58,,,36 K,,"All Banks were on after multiple tries of rebooting VEGAS, first 1 hour of the shift  is lost because of VEGAS and antenna issues",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg M,TRUE,TRUE
2015-02-05,6,Youngmin,Jupiter,Jupiter,calibrator,64,71,,,35 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave R,TRUE,TRUE
2015-02-05,6,Youngmin,Taurus_map_002,B18,map,72,106,,35,35 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave R,TRUE,TRUE
2015-02-10,7,Rachel,Perseus_map_NGC1333I,NGC1333,map,6,,43,43,37 K,,"all vegas banks running, power levels look fine, balanced without failing!",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-02-10,7,Rachel,Perseus_map_NGC1333I,NGC1333,map,9,14,43,,37 K,,"Ack, spoke too soon. Vegas failing several times. Aborted scans 7, 8",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-02-10,7,Rachel,Standard_L1489PPC,L1489PPC,calibrator,15,15,,,38 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-02-10,7,Rachel,Taurus_map_003,B18,map,16,63,,,38 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-02-10,7,Rachel,Taurus_map_004,B18,map,69,94,,26,39 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-02-16,8,Erik,Standard_L43-E,L43-E,calibrator,6,6,,,51 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg,TRUE,TRUE
2015-02-16,8,Erik,Oph_L1688_01,L1688,map,8,55,,,55 K,,Bad startup; VEGAS and astrid failures and freezes.  Runing smoothing eventually ,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg,TRUE,TRUE
2015-02-16,8,Erik,Oph_L1688_02,L1688,map,61,74,1,14,,aborted @ 15,The online file became corrupted at scan 37.  There seems to be a error in the metadata?  Hopefully this will be fixed in the regular fill.,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg,TRUE,TRUE
2015-02-16,8,Erik,Moon ,Moon,calibrator,75,76,,,,,Restarted sdfits.  Metadata in summary are weird but the regular data look fine when plotted.,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg,TRUE,TRUE
2015-02-16,8,Erik,Moon ,Moon,calibrator,77,78,,,66 K,,Offline fill data look okay.,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg,TRUE,TRUE
2015-02-16,8,Erik,serpAquila_map_1,Serpens_Aquila,map,79,89,1,11,,aborted @12,Broke at row 12 for a calibrator.,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave C,TRUE,TRUE
2015-02-16,8,Erik,serpAquila_map_1,Serpens_Aquila,map,95,114,12,31,,aborted @ 32,Out of time.,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave C,TRUE,TRUE
2015-03-02,9,Youngmin,Standard_L1489PPC,L1489PPC,calibrator,7,7,,,43K,aborted 5 &6,"VEGAS failed for scans 5 & 6, and worked fine after scan 7.",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-03-02,9,Youngmin,Taurus_map_004,B18,map,8,29,27,,,,,/lustre/pipeline/scratch/GAS/rawdata/B18_session09/,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-03-02,9,Youngmin,Taurus_map_005,B18,map,35,82,,,42K,,,/lustre/pipeline/scratch/GAS/rawdata/B18_session09/,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-03-02,9,Youngmin,Taurus_map_006,B18,map,83,130,,,,,,/lustre/pipeline/scratch/GAS/rawdata/B18_session09/,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-03-02,9,Youngmin,Jupiter,Jupiter,calibrator,136,143,,,40K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-03-02,9,Youngmin,Taurus_map_007,B18,map,144,191,,,,,,/lustre/pipeline/scratch/GAS/rawdata/B18_session09/,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-03-02,9,Youngmin,Taurus_map_008,B18,map,192,215,,24,,aborted @ 24,moving to Orion A,/lustre/pipeline/scratch/GAS/rawdata/B18_session09/,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-03-02,9,Youngmin,OrionA_map_02,OrionA,map,221,251,18,,45K,,Oops. row 18-31 is overlapped with previous observation. Better rms for OrionA_map_02,/lustre/pipeline/scratch/GAS/rawdata/OrionA_session09/,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-03-02,9,Youngmin,Moon ,Moon,calibrator,252,259,,,,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-03-02,9,Youngmin,Standard_L1489PPC,L1489PPC,calibrator,260,260,,,,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-06-03,10,Jaime,Standard_L1489PPC,L1489PPC,calibrator,6,6,,,38K,,started about 30min earlier! great!,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Rob Whalen,TRUE,TRUE
2015-06-03,10,Jaime,OrionA_map_03,OrionA,map,12,59,,,40K,,observations at elevation ~45deg. Online filler became corrupted at scan 41.,/lustre/pipeline/scratch/GAS/rawdata/OrionA_session10/,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Rob Whalen,TRUE,TRUE
2015-06-03,10,Jaime,OrionA_map_04,OrionA,map,65,112,,,,,,/lustre/pipeline/scratch/GAS/rawdata/OrionA_session10/,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Rob Whalen,TRUE,TRUE
2015-06-03,10,Jaime,OrionA_map_05,OrionA,map,118,148,,30,,31,aborted when elevation <30deg. row 31 not finished,/lustre/pipeline/scratch/GAS/rawdata/OrionA_session10/,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Rob Whalen,TRUE,TRUE
2015-06-03,10,Jaime,Moon ,Moon,calibrator,149,150,,,,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Rob Whalen,TRUE,TRUE
2015-06-03,10,Jaime,Taurus_map_008,B18,map,156,160,24,27,45K,28,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",,TRUE,TRUE
2015-03-12,11,"Di Francesco et al. 
(Katherine Lee was operating)",Standard_L43-E,L43-E,calibrator,6,6,"
",,48.4 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-03-12,11,"Di Francesco et al. 
(Katherine Lee was operating)",Oph_L1688_02,L1688,map,12,45,15,,47 K,,data looks noiser around 23.685 GHz,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-03-12,11,"Di Francesco et al. 
(Helen Kirk was operating)",Oph_L1688_04,L1688,map,51,98,,,46.4,,"scan was aborted halfway through (on row 24) & re-started again.  Not sure why.  Looks like the restart is going fine.  We re-started again at row 24, so this row may have been observed twice.  (Scan #73 and 74.)",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber,TRUE,TRUE
2015-03-12,11,"Di Francesco et al. 
(Mike Chen was operating)",Moon ,Moon,calibrator,99,106,,,40.2,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",,TRUE,TRUE
2015-03-12,11,"Di Francesco et al. 
(Mike Chen was operating)",serpAquila_map_1 ,Serpens_Aquila,map,112,128,32,,40.2,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",,TRUE,TRUE
2015-03-12,12,"Di Francesco et al. 
(Jared Keown was operating)",Venus,Venus,calibrator,,,,,,,Autopeak_Venus failed with error: IOffset has no attribute 'GetHTimeSring'. Waited ~1hr until problem had been found (switch on KFPA had been turned off during maintenance).,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg,TRUE,TRUE
2015-03-12,12,"Di Francesco et al. 
(Jared Keown was operating)",Standard_L1489PPC,L1489PPC,calibrator,12,12,,,199 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg,TRUE,TRUE
2015-03-12,12,"Di Francesco et al. 
(Jared Keown was operating)",OrionA_map_05,OrionA,map,18,35,31,,227 K,,Tsys for the pointing does not match Tsys from GBTIDL getfs (dropped to ~50K when looking at individual scans in GBTIDL),,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg,TRUE,TRUE
2015-03-12,12,"Di Francesco et al. 
(Jared Keown was operating)",OrionA_map_06,OrionA,map,41,45,,4,229 K,,stopped during subscan 5. DCR was reset to see if Tsys problem could be fixed,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Amber/Donna,TRUE,TRUE
2015-03-17,13,Youngmin Seo,OrionA_map_05,OrionA,map,14,44,18, ,63 K,,"Had an issue with antenna due to strong wind. Someone had to go to telescope and fix it. Lost 1 hours and 10 min. To avoid beam 7 for autopeak, Scal_KFPA_beams4_6 added. It does autopeak using beams 4 and 6.",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Donna,TRUE,TRUE
2015-03-17,13,Youngmin Seo,Jupiter,Jupiter,calibrator,51,58,,,68 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Donna,TRUE,TRUE
2015-03-17,13,Youngmin Seo,OrionA_map_06,OrionA,map,59,106,,,68 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Donna,TRUE,TRUE
2015-03-17,13,Youngmin Seo,OrionA_map_07,OrionA,map,117,147,,32,80 K,,Pointing was bad so I did autopeak twice. I got the pointing corrected but Tsys spikes up to 80 K. Operator says weather maybe bad. Please check the data and ask Tony whether we can get back additional 1 hour if the data is unusable. This shift was not good for KFPA observation. ,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Donna,TRUE,TRUE
2015-03-17,13,Youngmin Seo,Standard_L1489PPC,L1489PPC,calibrator,152,152,,,80K,"149,150,151",149 150 151 scans aborted due to VEGAS failure.,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Donna,TRUE,TRUE
2015-03-17,13,Youngmin Seo,Standard_L1489PPC,L1489PPC,calibrator,153,153,,,80K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave R,TRUE,TRUE
2015-03-17,13,Youngmin Seo,OrionA_map_07,OrionA,map,154,170,32,,80K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave R,TRUE,TRUE
2015-03-17,13,Youngmin Seo,OrionA_map_08,OrionA,map,176,183,,8,78 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Dave R,TRUE,TRUE
2015-03-28,14,Rachel,OrionA_map_10,OrionA,map,13,60,,,48 K,"11,12","vegas crashed, was fine after restart",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg,TRUE,TRUE
2015-03-28,14,Rachel,OrionA_map_08,OrionA,map,69,109,8,,47 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg,TRUE,TRUE
2015-03-28,14,Rachel,Moon ,Moon,calibrator,110,111,,,,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg,TRUE,TRUE
2015-03-28,14,Rachel,Standard_L1489PPC,L1489PPC,calibrator,123,123,,,,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Greg,TRUE,TRUE
2015-03-29,15,Jaime,Oph_L1688_05,L1688,map,11,17,,7,47 K,,"Low temperatures (<17F), they need to move slowly. Ringing in point and focus... checking with AoD. ~30min lost due to investigation of ringing in pointing and focus",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Donna,TRUE,TRUE
2015-03-29,15,Jaime,Oph_L1688_05,L1688,map,19,58,9,,45 K,,"Scan 18 had Vegas crashing, did not notice in time and continued observations, result should be one missing row (#8) in the map",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Donna,TRUE,TRUE
2015-03-29,15,Jaime,Oph_L1688_08,L1688,map,64,102,,39,44 K,,VEGAS crashed,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Donna,TRUE,TRUE
2015-03-29,15,Jaime,Oph_L1688_08,L1688,map,103,111,40,,43 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Donna,TRUE,TRUE
2015-03-29,15,Jaime,Oph_L1688_05,L1688,map,112,112,8,8,41 K,,Fixed previous mistake,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Donna,TRUE,TRUE
2015-03-29,16,Jaime,Oph_L1688_07,L1688,map,118,120,1,3,38 K,,New session to make sure gbtidl can handle the files,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Donna,TRUE,TRUE
2015-03-29,17,Jaime,serpAquila_map_1,Serpens_Aquila,map,11,27,32,,35 K,,"Initial pointing and focus was run twice, because of ringing on the results",,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Rob,TRUE,TRUE
2015-03-29,17,Jaime,serpAquila_map_2,Serpens_Aquila,map,33,59,,26,35 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Rob,TRUE,TRUE
2015-03-29,18,Youngmin Seo,serpAquila_map_2,Serpens_Aquila,map,6,27,27, ,40 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Rob,TRUE,TRUE
2015-03-29,19,Youngmin Seo,Perseus_map_L1455-E,L1455,map,33,80,,,43 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Rob,TRUE,TRUE
2015-03-29,19,Youngmin Seo,Perseus_map_L1455-N,L1455,map,81,128,,,43 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Rob,TRUE,TRUE
2015-03-29,20,Youngmin Seo,Perseus_map_L1455-S,L1455,map,134,148,,15,37 K,,Updated initial scan number 134 instead of 133,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Rob,TRUE,TRUE
2015-03-29,21,Rachel,OrionA_map_09,OrionA,map,6,53,,,40 K,,,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Rob,TRUE,TRUE
2015-03-29,21,Rachel,OrionA_map_11,OrionA,map,54,57,,4,40 K,58,Aborted map to get a cal on Jupiter,,"0.894,0.845,0.865,0.846,0.847,0.816,0.772,0.745,0.925,0.764,0.677,0.511,0.851,0.97",Rob,TRUE,TRUE
